canonicalPostId,canonicalUrl,creatorId,creator,creatorProfileUrl,cohort,sizeCell,followerCount,publishedAt,postAgeDays,reactionCount,commentCount,repostCount,publicInteractions,automatedFeatureVersion,hook,job,proof,artifact,contentClass,problemFamily,cta,nativeFormat,usesNumber,usesQuestion,operationalInputs,operationalSteps,operationalOutput,operationalValidation,ddNews,ddPromotion,ddPersonalAuthority,ddCommentGate,ddEvergreen,captionChars,captionWords,lineCount,paragraphCount,bulletLineCount,questionCount,firstLineChars,firstLineHasQuestion,firstLineHasNumber,urlPresent,numericExpressionPresent,sourceTermPresent,artifactTermPresent,endingQuestion,creatorMedianInteractions,responseRatio,logResponseLift,creatorPercentile,winnerFlag
LI-7458152053282975745,https://www.linkedin.com/posts/philipideson_our-third-catalyst-event-is-in-books-and-activity-7458152053282975745-gcjB,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-05-07T13:53:35.267Z,82,142,25,4,171,aofa-2026-07-28-v1,H3,J4,P4,AR2,K8,PB4,C7,F3_multi_image,false,false,false,false,true,false,false,false,false,false,true,1974,342,23,12,0,0,69,false,false,false,false,false,false,false,28,5.931034482758621,1.7801986468269786,0.9821428571428571,true
LI-7459594290911014912,https://www.linkedin.com/posts/philipideson_procurement-confidence-savings-activity-7459594290911014912-qzwC,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-05-11T13:24:31.513Z,78,10,0,0,10,aofa-2026-07-28-v1,H9,J1,P2,AR0,K5,PB4,C0,F2_static_image,false,false,false,false,true,false,true,false,false,false,false,865,133,11,6,0,0,193,false,false,true,false,true,false,false,28,0.3793103448275862,-0.9694005571881035,0.08928571428571429,false
LI-7460332803797450753,https://www.linkedin.com/posts/philipideson_this-week-im-in-nyc-at-hfs-researchs-how-activity-7460332803797450753-iR_w,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-05-13T14:19:06.706Z,76,22,2,0,24,aofa-2026-07-28-v1,H4,J2,P2,AR0,K4,PB6,C6,F2_static_image,true,true,false,false,true,false,true,false,false,false,false,1765,287,31,14,5,2,58,false,false,false,true,true,false,false,28,0.8620689655172413,-0.14842000511827358,0.32142857142857145,false
LI-7462127329440600064,https://www.linkedin.com/posts/philipideson_procurement-transformation-ai-activity-7462127329440600064-6-uZ,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-05-18T13:09:54.960Z,71,19,3,0,22,aofa-2026-07-28-v1,H7,J7,P0,AR0,K3,PB4,C6,F2_static_image,false,true,false,false,false,false,true,false,false,false,false,866,136,11,6,0,2,62,true,false,true,false,false,false,false,28,0.7931034482758621,-0.23180161405732447,0.26785714285714285,false
LI-7465034323709186048,https://www.linkedin.com/posts/philipideson_procurement-marketing-stakeholders-activity-7465034323709186048-cJJn,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-05-26T13:41:16.403Z,63,21,10,0,31,aofa-2026-07-28-v1,H9,J1,P4,AR0,K8,PB4,C1,F2_static_image,false,false,false,false,true,false,true,true,false,false,false,821,124,11,6,0,0,95,false,false,true,false,false,false,false,28,1.103448275862069,0.0984400728132524,0.5892857142857143,false
LI-7467206999731027968,https://www.linkedin.com/posts/philipideson_procurement-catalyst-events-activity-7467206999731027968-Iv83,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-06-01T13:34:42.733Z,57,19,3,3,25,aofa-2026-07-28-v1,H9,J3,P0,AR0,K3,PB4,C0,F2_static_image,false,false,false,false,true,false,true,false,false,false,false,1019,182,12,6,0,0,214,false,false,true,false,false,false,false,28,0.896551724137931,-0.109199291964992,0.375,false
LI-7469747266526973952,https://www.linkedin.com/posts/philipideson_procurement-lean-talent-activity-7469747266526973952-2033,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-06-08T13:48:49.533Z,50,13,0,0,13,aofa-2026-07-28-v1,H8,J4,P4,AR0,K3,PB4,C6,F2_static_image,false,true,false,true,false,false,false,false,false,false,true,993,145,12,6,0,4,93,false,false,true,false,false,false,false,28,0.4827586206896552,-0.7282385003712153,0.125,false
LI-7472279293490868225,https://www.linkedin.com/posts/philipideson_procurement-tokens-spendmanagement-activity-7472279293490868225-dYs2,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-06-15T13:30:11.804Z,43,24,3,1,28,aofa-2026-07-28-v1,H7,J7,P0,AR0,K3,PB4,C0,F2_static_image,false,false,false,false,false,false,true,false,false,false,false,793,119,9,5,0,0,171,false,false,true,false,false,false,false,28,1,0,0.5,false
LI-7474814547917209600,https://www.linkedin.com/posts/philipideson_procurement-ai-leadership-activity-7474814547917209600-rHLN,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-06-22T13:24:23.562Z,36,29,6,1,36,aofa-2026-07-28-v1,H7,J4,P0,AR0,K3,PB4,C6,F2_static_image,false,true,false,false,true,false,true,false,false,false,false,826,120,11,6,0,1,160,true,false,true,false,false,false,false,28,1.2758620689655173,0.2436220826577502,0.7142857142857143,false
LI-7477360939269337088,https://www.linkedin.com/posts/philipideson_procurement-ai-transformation-activity-7477360939269337088-u7VS,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-06-29T14:02:50.570Z,29,32,2,0,34,aofa-2026-07-28-v1,H3,J4,P4,AR0,K4,PB6,C0,F2_static_image,false,false,false,false,true,false,false,false,false,false,true,956,153,10,5,0,0,176,false,false,true,false,false,false,false,28,1.206896551724138,0.18805223150293937,0.6607142857142857,false
LI-7479904512678273026,https://www.linkedin.com/posts/philipideson_procurement-supplychain-transformation-activity-7479904512678273026-RFoT,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-07-06T14:30:05.728Z,22,7,2,0,9,aofa-2026-07-28-v1,H7,J4,P0,AR0,K3,PB4,C0,F2_static_image,false,false,false,false,true,false,true,false,false,false,false,659,101,8,4,0,0,152,false,false,true,false,false,false,false,28,0.3448275862068966,-1.0647107369924282,0.05357142857142857,false
LI-7482431182173876224,https://www.linkedin.com/posts/philipideson_procurement-supplychain-riskmanagement-activity-7482431182173876224-Q6zW,PRC-E1,Philip Ideson,https://www.linkedin.com/in/philipideson,purchasing_procurement,growing_5k_20k,15727,2026-07-13T13:50:10.679Z,15,20,0,0,20,aofa-2026-07-28-v1,H2,J1,P0,AR0,K3,PB4,C0,F2_static_image,false,false,false,false,false,false,true,false,false,false,false,835,122,11,6,0,0,114,false,false,true,false,false,false,false,28,0.7241379310344828,-0.32277339226305113,0.23214285714285715,false
LI-7442946779047817216,https://www.linkedin.com/posts/sammeli-sammalkorpi_creative-destruction-is-only-a-problem-if-activity-7442946779047817216-NQMS,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-03-26T14:53:15.389Z,124,40,0,0,40,aofa-2026-07-28-v1,H2,J1,P5,AR0,K5,PB6,C7,F3_multi_image,false,false,false,false,false,false,false,false,false,false,true,1092,174,9,5,0,0,128,false,false,false,false,false,false,false,94,0.43157894736842106,-0.8403048248962328,0.019230769230769232,false
LI-7445098759081992192,https://www.linkedin.com/posts/sammeli-sammalkorpi_there-are-two-kinds-of-people-in-procurement-activity-7445098759081992192-16X3,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-04-01T13:24:27.411Z,118,72,2,3,77,aofa-2026-07-28-v1,H9,J1,P0,AR0,K1,PB4,C2,F2_static_image,true,false,false,true,true,false,false,true,false,false,false,1021,184,12,6,0,0,124,false,false,false,true,false,false,false,94,0.8210526315789474,-0.19716806491094907,0.36538461538461536,false
LI-7447271675601178624,https://www.linkedin.com/posts/sammeli-sammalkorpi_what-important-truth-do-very-few-people-agree-activity-7447271675601178624-IfMd,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-04-07T13:18:51.080Z,112,78,0,0,78,aofa-2026-07-28-v1,H8,J7,P4,AR4,K5,PB11,C0,F1_text_only,true,true,false,false,false,false,false,false,false,false,true,1260,216,15,7,2,1,58,true,false,false,true,false,false,false,94,0.8315789473684211,-0.18442903913351927,0.40384615384615385,false
LI-7450100625469710336,https://www.linkedin.com/posts/sammeli-sammalkorpi_last-time-i-wrote-that-the-ultimate-life-activity-7450100625469710336--rzz,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-04-15T08:40:05.288Z,104,126,4,0,130,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB10,C0,F2_static_image,true,false,false,false,false,false,false,false,false,false,true,362,64,3,2,0,0,190,false,false,false,true,false,false,false,94,1.3789473684210527,0.3213204316006104,0.6730769230769231,false
LI-7452340465237934081,https://www.linkedin.com/posts/sammeli-sammalkorpi_giving-back-to-where-you-came-from-is-one-activity-7452340465237934081-mdpR,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-04-21T13:00:24.703Z,98,92,3,0,95,aofa-2026-07-28-v1,H7,J7,P0,AR0,K3,PB4,C0,F2_static_image,true,false,false,false,false,false,true,false,false,false,false,572,95,5,3,0,0,183,false,true,false,true,false,false,false,94,1.0105263157894737,0.010471299867295336,0.5192307692307693,false
LI-7452616294018801664,https://www.linkedin.com/posts/sammeli-sammalkorpi_realm-announced-their-45m-seed-round-today-activity-7452616294018801664-Opuf,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-04-22T07:16:27.409Z,97,204,5,0,209,aofa-2026-07-28-v1,H1,J5,P4,AR0,K2,PB9,C7,F2_static_image,true,false,false,false,true,false,true,false,false,false,false,982,152,9,5,0,0,171,false,true,false,true,false,false,false,94,2.210526315789474,0.7932306391169277,0.8269230769230769,true
LI-7453080355777024000,https://www.linkedin.com/posts/sammeli-sammalkorpi_ai-everywhere-said-leadership-everywhere-activity-7453080355777024000-tm9U,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-04-23T14:00:28.354Z,96,42,2,1,45,aofa-2026-07-28-v1,H9,J4,P1,AR5,K4,PB6,C0,F2_static_image,true,false,false,false,false,false,false,false,false,false,true,1036,176,13,7,0,0,146,false,false,false,true,false,false,false,94,0.4842105263157895,-0.7252354951114457,0.09615384615384616,false
LI-7454550178151264256,https://www.linkedin.com/posts/sammeli-sammalkorpi_every-wappu-im-reminded-of-where-sievo-activity-7454550178151264256-CEvy,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-04-27T15:21:01.316Z,92,239,0,0,239,aofa-2026-07-28-v1,H9,J7,P0,AR0,K7,PB12,C0,F2_static_image,false,false,false,false,false,true,true,false,false,false,false,700,125,9,5,0,0,58,false,false,false,false,false,false,false,94,2.526315789473684,0.9267620317414504,0.8653846153846154,true
LI-7454866560676130816,https://www.linkedin.com/posts/sammeli-sammalkorpi_in-a-market-where-everyone-can-demo-anything-activity-7454866560676130816-ec9K,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-04-28T12:18:12.788Z,91,46,1,4,51,aofa-2026-07-28-v1,H2,J1,P0,AR5,K8,PB4,C2,F2_static_image,false,true,false,false,false,false,false,true,false,false,false,1023,174,11,6,0,1,74,true,false,false,false,false,false,false,94,0.5473684210526316,-0.6026331730191132,0.1346153846153846,false
LI-7457004938603184129,https://www.linkedin.com/posts/sammeli-sammalkorpi_if-you-want-to-understand-the-finnish-startup-activity-7457004938603184129-PNNh,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-05-04T09:55:21.815Z,85,117,5,0,122,aofa-2026-07-28-v1,H9,J8,P4,AR0,K7,PB11,C7,F2_static_image,false,false,false,false,true,false,false,false,false,false,true,708,120,7,4,0,0,87,false,false,false,false,false,false,false,94,1.2947368421052632,0.2583074637718763,0.6346153846153846,false
LI-7457756241235443712,https://www.linkedin.com/posts/sammeli-sammalkorpi_the-oldest-rule-in-show-business-is-to-leave-activity-7457756241235443712-qZK8,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-05-06T11:40:46.321Z,83,292,18,0,310,aofa-2026-07-28-v1,H4,J4,P6,AR0,K1,PB10,C7,F2_static_image,true,false,false,false,false,false,true,false,false,false,false,1003,173,11,6,0,0,133,false,false,false,true,false,false,false,94,3.2736842105263158,1.1859160205786932,0.9038461538461539,true
LI-7460407271378829312,https://www.linkedin.com/posts/sammeli-sammalkorpi_i-measure-sievos-growth-in-many-ways-square-activity-7460407271378829312-xOEB,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-05-13T19:15:01.161Z,76,377,18,0,395,aofa-2026-07-28-v1,H2,J1,P4,AR0,K3,PB6,C7,F2_static_image,false,false,false,false,false,false,false,false,false,false,true,776,144,9,5,0,0,112,false,false,false,false,false,false,false,94,4.168421052631579,1.4275373196539398,0.9423076923076923,true
LI-7460997409502912512,https://www.linkedin.com/posts/sammeli-sammalkorpi_ive-been-running-the-same-human-experiment-activity-7460997409502912512-56tI,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-05-15T10:20:01.054Z,74,66,0,0,66,aofa-2026-07-28-v1,H9,J1,P0,AR0,K4,PB4,C0,F2_static_image,true,false,false,false,false,false,false,false,false,false,true,835,143,14,5,5,0,55,false,true,false,true,false,false,false,94,0.7052631578947368,-0.34918427220957504,0.3269230769230769,false
LI-7462105964272480256,https://www.linkedin.com/posts/sammeli-sammalkorpi_london-is-calling-once-again-and-i-never-activity-7462105964272480256-q6aD,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-05-18T11:45:01.107Z,71,58,3,0,61,aofa-2026-07-28-v1,H7,J1,P4,AR0,K3,PB4,C0,F2_static_image,true,false,false,false,false,false,true,false,false,false,false,510,99,7,4,0,0,94,false,false,false,true,false,false,false,94,0.6526315789473685,-0.4267425065554491,0.21153846153846154,false
LI-7463539968095756288,https://www.linkedin.com/posts/sammeli-sammalkorpi_where-does-finlands-next-growth-story-come-activity-7463539968095756288-XEG0,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-05-22T10:43:14.261Z,67,64,1,0,65,aofa-2026-07-28-v1,H4,J4,P4,AR0,K1,PB12,C7,F1_text_only,false,true,true,false,false,false,true,false,false,false,false,1014,173,13,7,0,1,49,true,false,false,false,false,false,false,94,0.6947368421052632,-0.3642221495741156,0.28846153846153844,false
LI-7464707927912869890,https://www.linkedin.com/posts/sammeli-sammalkorpi_theres-a-version-of-me-that-became-a-reindeer-activity-7464707927912869890-uBED,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-05-25T16:04:17.581Z,64,115,3,0,118,aofa-2026-07-28-v1,H3,J5,P1,AR0,K4,PB9,C7,F2_static_image,true,false,false,false,true,true,false,false,true,false,true,1488,258,23,10,4,0,149,false,false,false,true,true,false,false,94,1.2526315789473683,0.22524660151098885,0.5961538461538461,false
LI-7465471685111001089,https://www.linkedin.com/posts/sammeli-sammalkorpi_new-york-city-next-week-where-nothing-is-activity-7465471685111001089-aIqB,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-05-27T18:39:11.487Z,62,95,2,1,98,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB12,C0,F2_static_image,false,false,false,false,false,false,false,false,false,false,true,733,130,9,5,0,0,166,false,false,false,false,false,false,false,94,1.0421052631578946,0.04124295853404902,0.5576923076923077,false
LI-7467356814473580544,https://www.linkedin.com/posts/sammeli-sammalkorpi_three-weeks-of-back-to-back-travel-in-the-activity-7467356814473580544-DfFJ,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-06-01T23:30:01.351Z,57,81,2,0,83,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB12,C0,F2_static_image,false,false,false,false,false,false,false,false,false,false,true,504,91,5,3,0,0,198,false,false,false,false,false,false,false,94,0.8842105263157894,-0.1230600927572274,0.4423076923076923,false
LI-7471113166979252224,https://www.linkedin.com/posts/sammeli-sammalkorpi_i-love-statistics-especially-ones-i-invent-activity-7471113166979252224-RDfv,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-06-12T08:16:25.578Z,46,148,8,0,156,aofa-2026-07-28-v1,H7,J1,P0,AR0,K3,PB4,C0,F2_static_image,true,false,false,false,false,false,true,false,false,false,false,977,156,9,5,0,0,182,false,true,false,true,false,false,false,94,1.6526315789473685,0.5023689137477669,0.7115384615384616,false
LI-7472607684773597184,https://www.linkedin.com/posts/sammeli-sammalkorpi_the-sievo-advisory-board-is-now-officially-activity-7472607684773597184-FzAb,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-06-16T11:15:06.387Z,42,183,2,0,185,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB4,C0,F2_static_image,false,false,false,false,false,false,false,false,false,false,true,795,133,7,4,0,0,134,false,false,false,false,false,false,false,94,1.9578947368421054,0.6718697821126609,0.7884615384615384,true
LI-7472992709662781440,https://www.linkedin.com/posts/sammeli-sammalkorpi_its-perfectly-fine-to-believe-the-oscar-activity-7472992709662781440-ewx_,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-06-17T12:45:03.474Z,41,92,1,0,93,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB4,C0,F2_static_image,true,false,false,false,false,false,false,false,false,false,true,933,150,9,5,0,0,144,false,false,false,true,false,false,false,94,0.9894736842105263,-0.010582109330536937,0.4807692307692308,false
LI-7475168374843555840,https://www.linkedin.com/posts/sammeli-sammalkorpi_ahoy-my-network-with-connections-to-french-activity-7475168374843555840-2j_p,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-06-23T12:50:22.475Z,35,154,21,1,176,aofa-2026-07-28-v1,H9,J5,P0,AR0,K6,PB9,C0,F2_static_image,true,false,false,false,false,false,false,false,true,false,true,1303,218,13,4,6,0,115,false,false,false,true,false,false,false,94,1.8631578947368421,0.622272840973288,0.75,true
LI-7475537064621473792,https://www.linkedin.com/posts/sammeli-sammalkorpi_so-the-day-has-arrived-after-serving-sievo-activity-7475537064621473792-EJSp,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-06-24T13:15:24.968Z,34,436,10,0,446,aofa-2026-07-28-v1,H9,J1,P4,AR0,K3,PB4,C0,F2_static_image,true,false,false,false,false,false,false,false,false,false,true,668,121,5,3,0,0,187,false,true,false,true,false,false,false,94,4.705263157894737,1.5486817030130284,0.9807692307692307,true
LI-7475879294511026179,https://www.linkedin.com/posts/sammeli-sammalkorpi_today-i-learned-that-breakfast-panels-and-activity-7475879294511026179-aufH,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-06-25T11:55:18.932Z,33,42,1,0,43,aofa-2026-07-28-v1,H6,J7,P0,AR0,K3,PB10,C0,F3_multi_image,true,false,false,false,false,false,true,false,true,false,false,666,105,7,4,0,0,122,false,true,false,true,false,false,false,94,0.4631578947368421,-0.7696872576822797,0.057692307692307696,false
LI-7479260698779226112,https://www.linkedin.com/posts/sammeli-sammalkorpi_great-2-0-win-for-hjk-naiset-against-our-activity-7479260698779226112-uwDz,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-07-04T19:51:48.533Z,24,60,2,0,62,aofa-2026-07-28-v1,H9,J4,P0,AR0,K3,PB10,C0,F2_static_image,true,false,false,false,false,false,false,false,false,false,true,1104,195,5,3,0,0,376,false,true,false,true,false,false,false,94,0.6631578947368421,-0.4107421652090082,0.25,false
LI-7480229209886535680,https://www.linkedin.com/posts/sammeli-sammalkorpi_we-finns-are-famously-bad-at-bragging-we-activity-7480229209886535680-33Rp,PRC-E2,Sammeli Sammalkorpi,https://www.linkedin.com/in/sammeli-sammalkorpi,purchasing_procurement,growing_5k_20k,6646,2026-07-07T12:00:19.575Z,21,57,2,1,60,aofa-2026-07-28-v1,H9,J1,P1,AR1,K4,PB4,C0,F1_text_only,true,false,false,true,false,false,false,false,false,false,true,962,165,13,7,0,0,133,false,false,true,true,false,true,false,94,0.6421052631578947,-0.4430030274272294,0.17307692307692307,false
LI-7459844945877569536,https://www.linkedin.com/posts/davidianscottbarr_why-do-your-team-keep-solving-the-same-problems-activity-7459844945877569536-ttUt,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-12T06:00:32.314Z,77,4,0,0,4,aofa-2026-07-28-v1,H8,J3,P0,AR0,K6,PB9,C6,F2_static_image,false,true,false,true,false,false,false,false,false,false,true,596,105,20,7,0,2,48,true,false,false,false,false,false,false,12,0.38461538461538464,-0.9555114450274365,0.04,false
LI-7460645124172111874,https://www.linkedin.com/posts/davidianscottbarr_what-does-a-well-run-factory-actually-look-activity-7460645124172111874-RyPJ,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-14T11:00:09.686Z,75,13,1,0,14,aofa-2026-07-28-v1,H8,J7,P4,AR0,K3,PB6,C6,F2_static_image,true,true,false,true,false,false,true,false,false,false,false,734,106,31,8,0,2,48,true,false,false,true,false,false,false,12,1.1538461538461537,0.14310084364067333,0.62,false
LI-7462233704904441856,https://www.linkedin.com/posts/davidianscottbarr_fabulous-time-had-at-the-superb-location-activity-7462233704904441856-XwFE,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-18T20:12:36.847Z,71,20,2,0,22,aofa-2026-07-28-v1,H7,J7,P0,AR0,K3,PB12,C0,F3_multi_image,false,false,false,false,false,false,true,false,false,false,false,279,43,7,4,0,0,63,false,false,false,false,false,false,false,12,1.7692307692307692,0.5705448584676129,0.82,true
LI-7462381549825556480,https://www.linkedin.com/posts/davidianscottbarr_what-is-one-question-many-leaders-do-not-activity-7462381549825556480-jvMc,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-19T06:00:05.823Z,70,5,0,0,5,aofa-2026-07-28-v1,H8,J4,P0,AR0,K3,PB6,C6,F2_static_image,false,true,false,false,true,true,false,false,false,false,true,871,142,24,9,0,5,45,true,false,false,false,false,false,false,12,0.46153846153846156,-0.7731898882334818,0.12,false
LI-7463106339859263488,https://www.linkedin.com/posts/davidianscottbarr_most-manufacturing-leaders-dont-have-a-workload-activity-7463106339859263488-STTs,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-21T06:00:09.233Z,68,18,1,1,20,aofa-2026-07-28-v1,H2,J3,P0,AR0,K3,PB3,C6,F2_static_image,false,true,false,false,false,false,false,false,false,false,true,620,89,22,7,0,1,90,false,false,false,false,false,false,false,12,1.6153846153846154,0.4795730802618863,0.76,true
LI-7464918323516928000,https://www.linkedin.com/posts/davidianscottbarr_uk-manufacturing-output-has-been-rising-again-activity-7464918323516928000-uMcu,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-26T06:00:19.802Z,63,10,1,0,11,aofa-2026-07-28-v1,H9,J1,P3,AR5,K2,PB6,C6,F2_static_image,false,true,false,false,true,false,false,false,false,false,true,617,94,25,8,0,3,73,false,false,false,false,false,false,false,12,0.9230769230769231,-0.08004270767353638,0.42,false
LI-7465280694563360769,https://www.linkedin.com/posts/davidianscottbarr_why-do-sales-purposely-create-barriers-between-activity-7465280694563360769-jntC,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-27T06:00:15.792Z,62,9,3,0,12,aofa-2026-07-28-v1,H8,J2,P0,AR0,K1,PB6,C6,F2_static_image,true,true,false,true,true,true,false,false,false,false,true,1780,325,31,12,2,10,78,true,false,false,true,false,false,false,12,1,0,0.48,false
LI-7465643078197116929,https://www.linkedin.com/posts/davidianscottbarr_are-cost-increases-you-didnt-plan-for-knocking-activity-7465643078197116929--nLE,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-28T06:00:14.783Z,61,11,1,1,13,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB3,C6,F2_static_image,false,true,false,false,false,false,false,false,false,false,true,588,88,22,7,0,2,65,true,false,false,false,false,false,false,12,1.0769230769230769,0.07410797215372211,0.56,false
LI-7466005473142390786,https://www.linkedin.com/posts/davidianscottbarr_as-it-is-rather-warm-at-the-moment-i-have-activity-7466005473142390786-EKcS,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-29T06:00:16.471Z,60,10,0,0,10,aofa-2026-07-28-v1,H9,J4,P0,AR0,K3,PB12,C0,F6_link_article,false,false,true,false,false,false,false,false,false,false,true,329,59,2,1,0,0,166,false,false,false,false,false,false,false,12,0.8461538461538461,-0.16705408466316607,0.36,false
LI-7466444154139488256,https://www.linkedin.com/posts/davidianscottbarr_i-enjoyed-another-gatwick-diamond-business-activity-7466444154139488256-0ibX,PRC-E4,Dave Barr,https://www.linkedin.com/in/davidianscottbarr,purchasing_procurement,near_500_5k,3421,2026-05-30T11:03:26.171Z,59,31,6,0,37,aofa-2026-07-28-v1,H9,J1,P4,AR0,K3,PB12,C0,F3_multi_image,false,false,false,false,false,false,false,false,false,false,true,474,75,5,3,0,0,107,false,false,false,false,false,false,false,12,2.923076923076923,1.072636802264849,0.86,true
